 variable_entry,out_name,standard_name,long_name,dimensions,type,units,cell_measures,cell_methods,modeling_realm,must_have_bounds,ok_max_mean_abs,ok_min_mean_abs,positive,stored_direction,valid_max,valid_min
axis,longitude,lon,longitude,longitude,,double,degrees_east,,,,yes,,,,increasing,360.0,0.0,
axis,latitude,lat,latitude,latitude,,double,degrees_north,,,,yes,,,,increasing,90.0,-90.0,
axis,time,time,time,time,,double,days since ?,,,,yes,,,,increasing,,,
axis,time1,time,time,time,,double,days since ?,,,,no,,,,increasing,,,
axis,height2m,height,height,height,,double,m,,,,no,,,up,increasing,10.0,1.0,
axis,height10m,height,height,height,,double,m,,,,no,,,up,increasing,30.0,1.0,
axis,sdepth1,depth,depth,depth,,double,m,,,,yes,,,down,increasing,0.2,0.0,
variable,pr,pr,precipitation_flux,Precipitation,longitude latitude time,real,kg m-2 s-1,area: areacella,time:mean,atmos,,,,,,,,
variable,tas,tas,air_temperature,Air Temperature,longitude latitude time1 height2m,real,K,area: areacella,time: point,atmos,,,,,,,,
variable,hfls,hfls,surface_upward_latent_heat_flux,Surface Upward Latent Heat Flux,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,up,,,,
variable,hfss,hfss,surface_upward_sensible_heat_flux,Surface Upward Sensible Heat Flux,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,up,,,,
variable,rlds,rlds,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,down,,,,
variable,rlus,rlus,surface_upwelling_longwave_flux_in_air,Surface Upwelling Longwave Radiation,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,up,,,,
variable,rsds,rsds,surface_downwelling_shortwave_flux_in_air,Surface Downwelling Shortwave Radiation,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,down,,,,
variable,rsus,rsus,surface_upwelling_shortwave_flux_in_air,Surface Upwelling Shortwave Radiation,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,up,,,,
variable,uas,uas,eastward_wind,Eastward Near-Surface Wind Speed,longitude latitude time1 height10m,real,m s-1,,time: point,atmos,,,,,,,,
variable,vas,vas,northward_wind,Northward Near-Surface Wind Speed,longitude latitude time1 height10m,real,m s-1,,time: point,atmos,,,,,,,,
variable,huss,huss,specific_humidity,Near-Surface Specific Humidity,longitude latitude time1 height2m,real,1,area: areacella,time: point,atmos,,,,,,,,
variable,mrsos,mrsos,moisture_content_of_soil_layer,Moisture in Upper Portion of Soil Column,longitude latitude time1 sdepth1,real,kg m-2,area: areacella,time: point area: mean where land,land,,,,,,,,
variable,tslsi,tslsi,surface_temperature,Surface Temperature Where Land or Sea Ice,longitude latitude time1,real,K,area: areacella,time: point,land,,,,,,,,
variable,tso,tso,sea_surface_temperature,Sea Surface Temperature,longitude latitude time1,real,K,area: areacella,time: point area: mean where sea,ocean,,,,,,,,
variable,prc,prc,convective_precipitation_flux,Convective Precipitation,longitude latitude time,real,kg m-2 s-1,area: areacella,time:mean,atmos,,,,,,,,
variable,prsn,prsn,snowfall_flux,Snowfall Flux,longitude latitude time,real,kg m-2 s-1,area: areacella,time:mean,atmos,,,,,,,,
variable,mrro,mrro,runoff_flux,Total Runoff,longitude latitude time,real,kg m-2 s-1,area: areacella,time: mean area: mean where land,land,,,,,,,,
variable,rldscs,rldscs,downwelling_longwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Longwave Radiation,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,down,,,,
variable,rsdscs,rsdscs,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Shortwave Radiation,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,down,,,,
variable,rsuscs,rsuscs,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Upwelling Clear-Sky Shortwave Radiation,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,up,,,,
variable,ps,ps,surface_air_pressure,Surface Pressure,longitude latitude time1,real,Pa,area: areacella,time: point,atmos,,,,,,,,
variable,clt,clt,cloud_area_fraction,Total Cloud Fraction,longitude latitude time,real,%,area: areacella,time: mean,atmos,,,,,,,,
variable,rsdsdiff,rsdsdiff,surface_diffuse_downwelling_shortwave_flux_in_air,Surface Diffuse Downwelling Shortwave Radiation,longitude latitude time,real,W m-2,area: areacella,time: mean,atmos,,,,,,,,
