 variable_entry,out_name,standard_name,long_name,dimensions,type,units,cell_measures,cell_methods,modeling_realm,must_have_bounds,ok_max_mean_abs,ok_min_mean_abs,positive,stored_direction,valid_max,valid_min
axis,longitude,lon,longitude,longitude,,double,degrees_east,,,,yes,,,,increasing,360.0,0.0,
axis,latitude,lat,latitude,latitude,,double,degrees_north,,,,yes,,,,increasing,90.0,-90.0,
axis,time,time,time,time,,double,days since ?,,,,yes,,,,increasing,,,
axis,sdepth,depth,depth,depth,,double,m,,,,yes,,,down,increasing,200.0,0.0,
variable,snc,snc,surface_snow_area_fraction,Snow Area Fraction,longitude latitude time,real,%,area: areacella,time: mean,landIce land,,78.46,-29.01,,,105,0,
variable,snw,snw,surface_snow_amount,Surface Snow Amount,longitude latitude time,real,kg m-2,area: areacella,time: mean area: mean where land,landIce land,,1.213e+04,-6025,,,9.555e+05,-0.007542,
variable,snd,snd,surface_snow_thickness,Snow Depth,longitude latitude time,real,m,area: areacella,time: mean area: mean where land,landIce land,,4.503,-1.961,,,962.9,0,
variable,lwsnl,lwsnl,liquid_water_content_of_snow_layer,Liquid Water Content of Snow Layer,longitude latitude time,real,kg m-2,area: areacella,time: mean area: mean where land,landIce land,,,,,,,,
variable,sootsn,sootsn,soot_content_of_surface_snow,Snow Soot Content,longitude latitude time,real,kg m-2,area: areacella,time: mean area: mean where land,landIce land,,,,,,,,
variable,agesno,agesno,age_of_surface_snow,Snow Age,longitude latitude time,real,day,area: areacella,time: mean (with samples weighted by snow mass) area: mean where land,landIce land,,,,,,,,
variable,tsn,tsn,temperature_in_surface_snow,Snow Internal Temperature,longitude latitude time,real,K,area: areacella,time: mean (with samples weighted by snow mass) area: mean where land,landIce land,,,,,,,,
variable,snm,snm,surface_snow_melt_flux,Surface Snow Melt,longitude latitude time,real,kg m-2 s-1,area: areacella,time: mean area: mean where land,landIce land,,6.123e-06,-2.092e-06,,,0.0003926,0,
variable,sbl,sbl,surface_snow_and_ice_sublimation_flux,Surface Snow and Ice Sublimation Flux,longitude latitude time,real,kg m-2 s-1,area: areacella,time: mean area: mean where land,landIce land,,9.61e-05,-5.521e-05,,,0.0009936,-0.004959,
variable,hfdsn,hfdsn,surface_downward_heat_flux_in_snow,Downward Heat Flux into Snow Where Land over Land,longitude latitude time,real,W m-2,area: areacella,time: mean area: mean where land,landIce land,,,,down,,,,
variable,tpf,tpf,permafrost_layer_thickness,Permafrost Layer Thickness,longitude latitude time,real,m,area: areacella,time: mean area: mean where land,landIce land,,,,,,,,
variable,pflw,pflw,liquid_water_content_of_permafrost_layer,Liquid Water Content of Permafrost Layer,longitude latitude time,real,kg m-2,area: areacella,time: mean area: mean where land,landIce land,,,,,,,,
